# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "merged.saf" "-F" "SAF" "-o" "counts.txt" "-T" "8" "-p" "aFLAG_FIX_R1.target.filtered.sorted.bam" "aFLAG_FIX_R2.target.filtered.sorted.bam" "aFLAG_NATIVE_R1.target.filtered.sorted.bam" "aFLAG_NATIVE_R2.target.filtered.sorted.bam" "aFOXP3_FIX_R1.target.filtered.sorted.bam" "aFOXP3_FIX_R2.target.filtered.sorted.bam" "aFOXP3_NATIVE_R1.target.filtered.sorted.bam" "aFOXP3_NATIVE_R2.target.filtered.sorted.bam" "aH3K4me3_NATIVE_R1.target.filtered.sorted.bam" "IgG_FIX_R1.target.filtered.sorted.bam" "IgG_NATIVE_R1.target.filtered.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	aFLAG_FIX_R1.target.filtered.sorted.bam	aFLAG_FIX_R2.target.filtered.sorted.bam	aFLAG_NATIVE_R1.target.filtered.sorted.bam	aFLAG_NATIVE_R2.target.filtered.sorted.bam	aFOXP3_FIX_R1.target.filtered.sorted.bam	aFOXP3_FIX_R2.target.filtered.sorted.bam	aFOXP3_NATIVE_R1.target.filtered.sorted.bam	aFOXP3_NATIVE_R2.target.filtered.sorted.bam	aH3K4me3_NATIVE_R1.target.filtered.sorted.bam	IgG_FIX_R1.target.filtered.sorted.bam	IgG_NATIVE_R1.target.filtered.sorted.bam
chr19_7902708_7905566	chr19	7902708	7905566	.	2859	206	164	290	541	190	76	372	431	596	276	76
chr19_7909549_7910156	chr19	7909549	7910156	.	608	2	9	40	61	10	5	6	46	7	1	20
chr19_7911909_7914304	chr19	7911909	7914304	.	2396	30	27	94	55	25	19	14	48	52	50	60
chr19_7915723_7919191	chr19	7915723	7919191	.	3469	86	50	132	255	87	62	74	198	332	41	30
chr19_7919236_7922717	chr19	7919236	7922717	.	3482	288	256	201	398	936	246	249	287	574	293	126
chr19_7923673_7928534	chr19	7923673	7928534	.	4862	52	36	148	226	46	36	125	150	172	48	66
chr19_7931155_7932639	chr19	7931155	7932639	.	1485	23	18	44	50	29	9	24	16	24	12	15
chr19_7942110_7944216	chr19	7942110	7944216	.	2107	50	52	64	86	95	19	18	32	180	77	50
chr19_8004244_8006631	chr19	8004244	8006631	.	2388	40	24	62	76	42	21	52	80	716	20	8
chr19_8049776_8050676	chr19	8049776	8050676	.	901	12	18	44	65	28	9	14	30	30	30	10
chr19_8148686_8149988	chr19	8148686	8149988	.	1303	4	16	50	88	4	2	17	50	15	14	18
chr19_8204769_8205332	chr19	8204769	8205332	.	564	15	9	2	0	2	2	0	2	22	3	0
chr19_8207713_8211173	chr19	8207713	8211173	.	3461	79	24	112	176	105	26	150	162	1532	84	98
chr19_8304561_8305904	chr19	8304561	8305904	.	1344	16	18	5	15	12	4	8	6	28	4	6
chr19_8307441_8308634	chr19	8307441	8308634	.	1194	53	36	73	132	80	50	26	102	172	44	32
chr19_8310012_8312085	chr19	8310012	8312085	.	2074	8	6	30	6	11	3	10	4	24	8	30
chr19_8312871_8314245	chr19	8312871	8314245	.	1375	12	8	8	11	8	13	2	2	36	0	19
chr19_8320147_8322410	chr19	8320147	8322410	.	2264	40	22	69	56	74	18	22	24	258	50	59
chr19_8324250_8325324	chr19	8324250	8325324	.	1075	2	3	12	16	2	6	5	2	20	4	6
chr19_8332577_8336775	chr19	8332577	8336775	.	4199	34	46	80	164	18	10	80	134	288	40	56
chr19_8342257_8343686	chr19	8342257	8343686	.	1430	32	38	48	56	65	21	20	40	194	20	62
chr19_8361277_8361948	chr19	8361277	8361948	.	672	15	3	0	37	4	2	0	4	24	4	0
chr19_8363302_8365055	chr19	8363302	8365055	.	1754	6	6	30	50	17	14	24	20	64	14	43
chr19_8389497_8392266	chr19	8389497	8392266	.	2770	92	51	132	176	96	44	194	238	1760	99	56
chr19_8398724_8401130	chr19	8398724	8401130	.	2407	14	8	84	19	30	16	18	14	30	12	12
chr19_8403068_8405036	chr19	8403068	8405036	.	1969	16	4	71	82	7	11	6	82	37	32	64
chr19_8412567_8413859	chr19	8412567	8413859	.	1293	18	16	55	55	23	16	65	92	468	18	23
chr19_8443956_8446244	chr19	8443956	8446244	.	2289	242	220	264	517	254	64	130	166	2330	281	250
chr19_8485467_8486415	chr19	8485467	8486415	.	949	7	24	60	58	2	4	16	36	18	14	28
chr19_8489687_8490951	chr19	8489687	8490951	.	1265	8	13	40	80	21	8	36	36	12	18	27
chr19_8498133_8499213	chr19	8498133	8499213	.	1081	14	8	46	67	17	2	12	19	10	25	15
chr19_8501968_8502715	chr19	8501968	8502715	.	748	8	6	22	14	2	0	12	4	20	4	6
chr19_8505567_8507019	chr19	8505567	8507019	.	1453	28	42	25	107	46	14	11	44	74	20	61
chr19_8510782_8512495	chr19	8510782	8512495	.	1714	32	8	78	126	5	2	34	64	31	22	64
chr19_8512916_8515186	chr19	8512916	8515186	.	2271	152	153	110	263	328	135	154	131	293	181	86
chr19_8524992_8526523	chr19	8524992	8526523	.	1532	5	10	17	80	10	3	7	17	26	11	16
chr19_8574979_8579673	chr19	8574979	8579673	.	4695	30	24	35	60	74	62	21	28	140	50	31
chr19_8584711_8585778	chr19	8584711	8585778	.	1068	19	30	84	116	16	4	20	84	6	16	2
chr19_8592570_8593124	chr19	8592570	8593124	.	555	12	0	9	16	16	6	6	8	26	5	20
chr19_8604965_8606279	chr19	8604965	8606279	.	1315	3	8	50	46	9	4	20	46	20	6	10
chr19_8610331_8611180	chr19	8610331	8611180	.	850	10	2	18	30	6	2	24	40	66	12	14
chr19_8831644_8833498	chr19	8831644	8833498	.	1855	202	168	124	264	328	110	110	128	464	144	92
chr19_9139960_9141004	chr19	9139960	9141004	.	1045	8	21	8	2	24	18	0	0	26	16	0
chr19_9308952_9311086	chr19	9308952	9311086	.	2135	181	277	136	156	318	86	98	180	670	252	92
chr19_9315448_9316494	chr19	9315448	9316494	.	1047	4	0	2	0	4	3	0	0	28	2	0
chr19_9322919_9325050	chr19	9322919	9325050	.	2132	101	188	66	202	133	48	29	38	176	106	84
chr19_9434947_9435962	chr19	9434947	9435962	.	1016	68	64	46	77	84	46	20	30	227	84	62
chr19_9538232_9539064	chr19	9538232	9539064	.	833	19	26	4	24	25	8	2	0	54	22	0
chr19_9583428_9584915	chr19	9583428	9584915	.	1488	42	23	34	38	44	20	26	0	80	48	18
chr19_9620778_9622151	chr19	9620778	9622151	.	1374	20	20	6	18	27	12	2	8	56	26	12
chr19_9642788_9643232	chr19	9642788	9643232	.	445	2	0	0	1	0	1	30	0	0	2	0
chr19_9679430_9680552	chr19	9679430	9680552	.	1123	10	16	64	38	10	17	16	28	2	17	16
chr19_9768025_9770034	chr19	9768025	9770034	.	2010	78	41	18	64	66	20	14	12	110	38	36
chr19_9773576_9775495	chr19	9773576	9775495	.	1920	23	10	4	5	3	10	0	8	30	19	28
chr19_9785082_9787587	chr19	9785082	9787587	.	2506	31	30	60	86	139	51	23	8	112	100	24
chr19_9788680_9791337	chr19	9788680	9791337	.	2658	11	10	14	24	22	33	28	2	56	18	9
chr19_9791632_9793553	chr19	9791632	9793553	.	1922	68	48	58	146	109	37	16	20	190	86	82
chr19_9798094_9799632	chr19	9798094	9799632	.	1539	0	6	0	2	6	3	4	0	36	14	0
chr19_9812509_9813030	chr19	9812509	9813030	.	522	0	0	0	4	1	4	0	2	18	0	0
chr19_9818160_9825428	chr19	9818160	9825428	.	7269	175	112	174	168	298	106	130	120	1967	132	214
chr19_9825671_9830415	chr19	9825671	9830415	.	4745	53	38	16	116	70	64	30	46	644	49	40
chr19_9830734_9833616	chr19	9830734	9833616	.	2883	20	10	10	2	12	16	13	8	66	8	11
chr19_9833938_9836014	chr19	9833938	9836014	.	2077	134	128	98	244	232	70	60	115	1342	136	100
chr19_9913185_9915200	chr19	9913185	9915200	.	2016	36	12	80	164	44	28	58	136	66	19	62
chr19_10085151_10087872	chr19	10085151	10087872	.	2722	66	45	102	100	68	26	20	74	1028	43	38
chr19_10095770_10097039	chr19	10095770	10097039	.	1270	110	90	132	228	103	39	94	130	88	108	70
chr19_10104848_10107060	chr19	10104848	10107060	.	2213	113	58	63	174	247	67	58	52	372	155	106
chr19_10109618_10111800	chr19	10109618	10111800	.	2183	29	12	70	97	22	22	30	40	66	22	30
chr19_10113390_10116659	chr19	10113390	10116659	.	3270	34	31	140	98	90	26	58	74	80	37	138
chr19_10118307_10120615	chr19	10118307	10120615	.	2309	50	22	42	73	80	28	24	32	106	62	102
chr19_10193128_10195701	chr19	10193128	10195701	.	2574	177	207	118	376	261	89	114	160	814	196	326
chr19_10226449_10227345	chr19	10226449	10227345	.	897	0	0	0	23	0	2	12	2	26	14	4
chr19_10228345_10231867	chr19	10228345	10231867	.	3523	62	83	154	238	96	82	74	88	1498	100	90
chr19_10232108_10234176	chr19	10232108	10234176	.	2069	4	6	12	8	5	14	9	12	44	14	22
chr19_10241333_10243056	chr19	10241333	10243056	.	1724	4	2	19	12	3	11	6	2	36	20	10
chr19_10249917_10253075	chr19	10249917	10253075	.	3159	84	82	92	184	158	51	52	56	380	100	61
chr19_10258850_10260149	chr19	10258850	10260149	.	1300	21	26	18	120	27	24	13	60	46	30	23
chr19_10268605_10273190	chr19	10268605	10273190	.	4586	140	120	116	253	276	124	34	86	492	184	108
chr19_10274763_10275863	chr19	10274763	10275863	.	1101	4	2	6	8	4	2	4	2	24	13	6
chr19_10286764_10288379	chr19	10286764	10288379	.	1616	23	32	40	45	48	41	8	6	38	16	31
chr19_10289147_10294825	chr19	10289147	10294825	.	5679	64	145	126	294	168	70	80	99	248	150	102
chr19_10295129_10297028	chr19	10295129	10297028	.	1900	27	17	52	77	29	17	47	70	96	42	69
chr19_10315277_10318937	chr19	10315277	10318937	.	3661	127	115	138	286	122	54	68	62	574	144	126
chr19_10319911_10321564	chr19	10319911	10321564	.	1654	16	20	30	96	13	15	14	22	30	24	30
chr19_10323130_10324269	chr19	10323130	10324269	.	1140	14	4	16	10	10	10	22	10	28	2	21
chr19_10329802_10330745	chr19	10329802	10330745	.	944	7	2	1	2	3	10	3	14	20	12	31
chr19_10332267_10337780	chr19	10332267	10337780	.	5514	164	155	244	357	264	134	70	186	535	175	202
chr19_10380182_10380718	chr19	10380182	10380718	.	537	25	25	19	66	54	10	2	15	146	20	26
chr19_10381090_10383285	chr19	10381090	10383285	.	2196	7	15	14	42	16	18	15	6	40	32	16
chr19_10389479_10390479	chr19	10389479	10390479	.	1001	6	5	10	10	8	0	0	4	22	2	9
chr19_10392762_10394502	chr19	10392762	10394502	.	1741	26	20	26	54	22	2	8	28	46	9	14
chr19_10395079_10396527	chr19	10395079	10396527	.	1449	21	14	38	116	34	19	30	52	24	28	76
chr19_10398704_10399543	chr19	10398704	10399543	.	840	2	2	4	18	14	0	6	2	22	0	4
chr19_10402187_10407207	chr19	10402187	10407207	.	5021	100	108	88	184	198	97	47	96	1228	132	112
chr19_10407422_10408272	chr19	10407422	10408272	.	851	8	4	9	6	12	10	8	0	24	2	12
chr19_10412538_10413392	chr19	10412538	10413392	.	855	6	9	1	8	11	12	2	10	22	0	0
chr19_10415916_10423583	chr19	10415916	10423583	.	7668	202	210	192	398	339	151	174	204	2121	201	142
chr19_10423823_10425421	chr19	10423823	10425421	.	1599	44	50	64	102	103	41	34	34	156	46	42
chr19_10426112_10427181	chr19	10426112	10427181	.	1070	10	4	5	10	26	14	2	3	30	10	7
chr19_10430150_10433087	chr19	10430150	10433087	.	2938	66	55	107	108	78	49	68	143	192	72	34
chr19_10481254_10482850	chr19	10481254	10482850	.	1597	10	8	18	32	4	10	11	15	22	2	6
chr19_10491433_10492365	chr19	10491433	10492365	.	933	10	4	50	47	14	9	9	52	15	25	42
chr19_10499168_10500205	chr19	10499168	10500205	.	1038	16	6	13	14	14	8	2	6	22	0	10
chr19_10500901_10503987	chr19	10500901	10503987	.	3087	108	140	209	230	134	42	52	136	2038	150	42
chr19_10513117_10515605	chr19	10513117	10515605	.	2489	34	60	68	210	42	23	32	86	83	54	56
chr19_10516846_10518436	chr19	10516846	10518436	.	1591	40	43	77	110	38	19	26	66	76	62	40
chr19_10543018_10545882	chr19	10543018	10545882	.	2865	46	29	77	164	36	20	50	74	1184	83	75
chr19_10554833_10555531	chr19	10554833	10555531	.	699	12	16	54	28	9	0	3	10	10	6	39
chr19_10558526_10559854	chr19	10558526	10559854	.	1329	11	6	2	12	8	6	32	8	16	2	4
chr19_10564793_10571195	chr19	10564793	10571195	.	6403	342	317	307	584	484	239	169	310	2855	402	208
chr19_10579091_10580140	chr19	10579091	10580140	.	1050	0	2	8	12	11	6	2	6	20	13	6
chr19_10601722_10605081	chr19	10601722	10605081	.	3360	94	70	101	146	116	51	54	28	746	126	50
chr19_10625235_10626805	chr19	10625235	10626805	.	1571	6	12	57	18	9	14	10	53	22	14	17
chr19_10652512_10655313	chr19	10652512	10655313	.	2802	195	287	190	330	256	90	114	197	1556	306	104
chr19_10655501_10656232	chr19	10655501	10656232	.	732	7	0	0	6	8	5	4	0	30	6	0
chr19_10696204_10696819	chr19	10696204	10696819	.	616	2	14	0	16	0	5	3	0	26	8	8
chr19_10701242_10702046	chr19	10701242	10702046	.	805	34	28	28	80	56	16	20	34	256	42	20
chr19_10717024_10719647	chr19	10717024	10719647	.	2624	122	75	167	228	99	42	124	168	2462	98	50
chr19_10816717_10817997	chr19	10816717	10817997	.	1281	2	6	23	58	19	8	14	26	22	23	14
chr19_10828878_10830274	chr19	10828878	10830274	.	1397	26	2	46	28	10	16	3	6	6	15	6
chr19_10830942_10832674	chr19	10830942	10832674	.	1733	10	16	44	45	12	12	16	28	17	10	45
chr19_10835344_10836769	chr19	10835344	10836769	.	1426	75	50	36	90	237	76	60	38	260	132	86
chr19_10864606_10865695	chr19	10864606	10865695	.	1090	8	6	6	12	5	0	8	10	24	4	0
chr19_10870072_10873347	chr19	10870072	10873347	.	3276	134	74	140	261	163	62	142	204	1154	134	62
chr19_10920541_10922701	chr19	10920541	10922701	.	2161	15	20	54	145	27	24	19	60	54	28	75
chr19_10924014_10924775	chr19	10924014	10924775	.	762	1	6	2	11	14	0	14	0	20	2	0
chr19_10927448_10930498	chr19	10927448	10930498	.	3051	272	246	162	436	226	100	76	208	1656	350	194
chr19_10958939_10962138	chr19	10958939	10962138	.	3200	147	138	204	208	176	66	224	410	1530	163	108
chr19_10986173_10987328	chr19	10986173	10987328	.	1156	2	0	32	51	10	2	52	26	0	6	12
chr19_10987515_10987978	chr19	10987515	10987978	.	464	3	4	16	80	0	2	21	36	4	2	0
chr19_11026054_11026958	chr19	11026054	11026958	.	905	2	4	5	24	14	0	10	0	24	7	6
chr19_11059428_11060424	chr19	11059428	11060424	.	997	12	2	64	45	10	4	22	36	14	14	47
chr19_11075707_11077133	chr19	11075707	11077133	.	1427	8	4	44	2	4	4	2	6	0	22	14
chr19_11089420_11091418	chr19	11089420	11091418	.	1999	64	71	89	131	206	69	30	46	536	58	80
chr19_11154677_11156020	chr19	11154677	11156020	.	1344	34	48	24	80	54	18	14	36	408	32	60
chr19_11174422_11175216	chr19	11174422	11175216	.	795	18	4	22	14	8	2	34	22	8	6	33
chr19_11192733_11195025	chr19	11192733	11195025	.	2293	28	24	94	59	21	20	46	18	10	14	60
chr19_11196713_11198537	chr19	11196713	11198537	.	1825	6	18	54	90	40	7	70	82	91	47	32
chr19_11242470_11243896	chr19	11242470	11243896	.	1427	12	8	48	76	10	4	14	51	10	16	24
chr19_11262039_11262506	chr19	11262039	11262506	.	468	6	0	12	44	4	0	7	15	62	7	2
chr19_11276309_11277950	chr19	11276309	11277950	.	1642	10	4	46	36	3	8	21	34	10	6	14
chr19_11338193_11340666	chr19	11338193	11340666	.	2474	9	42	44	34	34	23	38	24	136	14	18
chr19_11342625_11343755	chr19	11342625	11343755	.	1131	4	5	6	18	9	0	2	2	32	10	4
chr19_11345369_11345925	chr19	11345369	11345925	.	557	2	2	2	0	8	8	2	0	20	10	12
chr19_11355018_11356441	chr19	11355018	11356441	.	1424	30	32	54	82	70	20	39	73	27	24	19
chr19_11374221_11377599	chr19	11374221	11377599	.	3379	120	56	49	64	280	112	28	28	266	103	91
chr19_11377964_11379404	chr19	11377964	11379404	.	1441	16	6	11	24	20	4	2	2	34	20	12
chr19_11380545_11382456	chr19	11380545	11382456	.	1912	79	42	60	138	141	50	16	21	192	84	38
chr19_11382822_11384588	chr19	11382822	11384588	.	1767	26	30	40	170	41	18	8	15	36	30	32
chr19_11418422_11419728	chr19	11418422	11419728	.	1307	12	4	14	58	18	5	36	56	32	19	12
chr19_11421959_11422897	chr19	11421959	11422897	.	939	15	10	36	48	52	13	12	26	38	33	37
chr19_11434714_11438718	chr19	11434714	11438718	.	4005	56	104	96	94	78	72	30	8	100	81	63
chr19_11446770_11448066	chr19	11446770	11448066	.	1297	2	11	18	31	23	6	24	42	10	2	6
chr19_11456559_11457895	chr19	11456559	11457895	.	1337	4	20	20	25	13	6	33	20	26	2	5
chr19_11479173_11481503	chr19	11479173	11481503	.	2331	36	22	130	140	27	10	40	100	32	24	44
chr19_11481531_11484198	chr19	11481531	11484198	.	2668	66	70	158	206	132	56	72	140	156	48	126
chr19_11496652_11498240	chr19	11496652	11498240	.	1589	6	1	28	20	2	2	11	2	30	10	15
chr19_11503682_11504552	chr19	11503682	11504552	.	871	16	4	2	19	6	4	11	2	22	10	12
chr19_11504986_11508652	chr19	11504986	11508652	.	3667	254	228	288	674	297	92	218	316	1480	375	127
chr19_11521086_11521516	chr19	11521086	11521516	.	431	0	6	1	0	2	10	0	0	24	0	0
chr19_11528033_11529462	chr19	11528033	11529462	.	1430	24	34	18	60	110	30	42	14	200	22	76
chr19_11538841_11540764	chr19	11538841	11540764	.	1924	11	5	41	59	10	11	15	16	34	25	48
chr19_11551241_11552277	chr19	11551241	11552277	.	1037	6	3	45	16	10	10	6	2	26	8	10
chr19_11557965_11560307	chr19	11557965	11560307	.	2343	40	58	36	42	65	42	12	24	170	72	30
chr19_11577922_11580053	chr19	11577922	11580053	.	2132	36	14	72	95	54	23	42	30	286	42	54
chr19_11584359_11585788	chr19	11584359	11585788	.	1430	10	2	0	14	14	5	10	0	24	3	0
chr19_11596860_11598129	chr19	11596860	11598129	.	1270	37	24	60	57	49	12	10	24	276	36	50
chr19_11639600_11640368	chr19	11639600	11640368	.	769	3	5	12	26	13	0	2	20	38	12	10
chr19_11694343_11694820	chr19	11694343	11694820	.	478	2	6	21	18	2	4	3	30	5	10	4
chr19_11737737_11739304	chr19	11737737	11739304	.	1568	50	32	56	96	84	8	37	76	621	60	18
chr19_11766824_11768175	chr19	11766824	11768175	.	1352	14	18	42	52	44	12	18	36	346	34	14
chr19_11798693_11799172	chr19	11798693	11799172	.	480	8	25	30	14	10	7	4	32	58	13	4
chr19_11813984_11815214	chr19	11813984	11815214	.	1231	32	18	29	74	46	22	20	42	262	28	20
chr19_11848426_11849320	chr19	11848426	11849320	.	895	12	28	22	16	50	17	14	8	62	25	36
chr19_11923011_11926240	chr19	11923011	11926240	.	3230	68	68	63	78	106	24	40	50	526	112	54
chr19_11941134_11942018	chr19	11941134	11942018	.	885	10	10	22	32	4	0	18	28	2	6	0
chr19_11964938_11965696	chr19	11964938	11965696	.	759	24	28	50	60	37	18	6	10	100	31	46
chr19_11987661_11988596	chr19	11987661	11988596	.	936	24	24	26	10	43	33	14	12	130	14	32
chr19_12035114_12036306	chr19	12035114	12036306	.	1193	18	24	56	62	26	20	18	14	40	30	68
chr19_12052326_12052896	chr19	12052326	12052896	.	571	16	8	40	48	6	18	1	18	46	14	2
chr19_12064405_12065434	chr19	12064405	12065434	.	1030	6	2	12	44	7	8	20	36	78	16	6
chr19_12091797_12092859	chr19	12091797	12092859	.	1063	7	7	15	34	12	8	10	20	70	28	30
chr19_12139661_12141341	chr19	12139661	12141341	.	1681	20	34	35	150	63	32	24	48	325	40	86
chr19_12155662_12156936	chr19	12155662	12156936	.	1275	10	4	40	30	39	12	14	17	272	14	38
chr19_12157147_12158768	chr19	12157147	12158768	.	1622	4	6	5	26	14	2	8	13	24	22	12
chr19_12163043_12163657	chr19	12163043	12163657	.	615	31	17	40	37	41	5	22	18	380	36	32
chr19_12292925_12295309	chr19	12292925	12295309	.	2385	36	58	34	130	126	35	26	52	660	100	50
chr19_12332858_12333693	chr19	12332858	12333693	.	836	16	26	28	63	56	10	34	3	228	36	30
chr19_12364606_12365676	chr19	12364606	12365676	.	1071	14	14	26	62	16	12	10	14	140	20	28
chr19_12399989_12402042	chr19	12399989	12402042	.	2054	54	44	50	122	62	15	28	40	398	46	32
chr19_12439961_12441115	chr19	12439961	12441115	.	1155	28	14	25	60	65	17	18	30	320	64	14
chr19_12484140_12485029	chr19	12484140	12485029	.	890	27	30	28	52	14	6	18	22	140	7	14
chr19_12550802_12552347	chr19	12550802	12552347	.	1546	68	50	54	73	146	32	36	36	498	56	78
chr19_12554063_12555903	chr19	12554063	12555903	.	1841	14	13	16	64	20	12	18	42	38	19	17
chr19_12557944_12558831	chr19	12557944	12558831	.	888	2	2	6	10	2	6	12	6	24	10	14
chr19_12610088_12610536	chr19	12610088	12610536	.	449	1	16	22	7	18	5	0	4	24	15	1
chr19_12610871_12612771	chr19	12610871	12612771	.	1901	24	48	28	8	62	52	15	13	328	26	35
chr19_12665610_12672087	chr19	12665610	12672087	.	6478	88	74	114	189	172	62	60	48	774	120	120
chr19_12672484_12675285	chr19	12672484	12675285	.	2802	8	4	24	24	22	12	7	20	78	17	8
chr19_12675622_12676503	chr19	12675622	12676503	.	882	6	2	16	14	12	4	0	6	20	7	6
chr19_12680783_12682606	chr19	12680783	12682606	.	1824	137	172	121	143	180	110	68	46	523	162	122
chr19_12693776_12695312	chr19	12693776	12695312	.	1537	22	4	4	26	20	16	16	4	30	26	14
chr19_12695627_12697757	chr19	12695627	12697757	.	2131	78	80	73	198	101	62	49	64	291	118	42
chr19_12700699_12702207	chr19	12700699	12702207	.	1509	17	6	48	34	11	2	21	38	28	26	37
chr19_12705745_12706591	chr19	12705745	12706591	.	847	6	4	3	14	2	5	1	2	24	6	1
chr19_12718913_12720422	chr19	12718913	12720422	.	1510	4	26	4	30	10	16	10	2	52	13	10
chr19_12720715_12723756	chr19	12720715	12723756	.	3042	66	69	166	207	80	50	102	184	1946	86	27
chr19_12726387_12729649	chr19	12726387	12729649	.	3263	16	15	28	12	9	8	10	6	64	20	19
chr19_12733184_12737922	chr19	12733184	12737922	.	4739	150	180	129	220	280	102	92	102	1338	160	120
chr19_12743944_12744563	chr19	12743944	12744563	.	620	8	0	3	5	9	1	4	0	20	1	0
chr19_12745461_12745946	chr19	12745461	12745946	.	486	2	10	2	25	0	4	12	2	20	4	7
chr19_12749809_12750721	chr19	12749809	12750721	.	913	12	6	8	13	11	0	4	18	20	7	8
chr19_12754458_12755225	chr19	12754458	12755225	.	768	2	6	28	27	16	4	9	24	26	4	14
chr19_12757184_12758172	chr19	12757184	12758172	.	989	27	28	22	64	36	24	14	56	67	14	46
chr19_12769628_12771188	chr19	12769628	12771188	.	1561	20	2	42	55	10	2	20	38	34	16	10
chr19_12772573_12773836	chr19	12772573	12773836	.	1264	11	2	2	10	8	0	21	6	22	8	8
chr19_12774756_12779675	chr19	12774756	12779675	.	4920	104	79	86	115	93	68	82	86	326	107	104
chr19_12781517_12785049	chr19	12781517	12785049	.	3533	90	104	112	292	185	96	52	114	224	141	104
chr19_12785652_12786971	chr19	12785652	12786971	.	1320	22	12	6	36	41	16	6	0	62	21	10
chr19_12787182_12794667	chr19	12787182	12794667	.	7486	740	673	476	1038	1105	366	538	599	4433	661	398
chr19_12795403_12796439	chr19	12795403	12796439	.	1037	20	4	8	14	16	16	6	14	24	14	12
chr19_12797444_12798558	chr19	12797444	12798558	.	1115	20	2	8	10	6	8	0	4	26	8	6
chr19_12799623_12800719	chr19	12799623	12800719	.	1097	6	2	4	20	14	10	18	1	22	4	14
chr19_12800916_12802587	chr19	12800916	12802587	.	1672	26	21	25	88	84	36	16	26	394	22	6
chr19_12803351_12805525	chr19	12803351	12805525	.	2175	20	30	40	39	16	20	27	22	52	25	16
chr19_12806285_12807019	chr19	12806285	12807019	.	735	30	20	37	33	72	18	24	30	76	29	33
chr19_12832653_12834506	chr19	12832653	12834506	.	1854	26	22	61	72	43	24	50	54	68	20	39
chr19_12838116_12839176	chr19	12838116	12839176	.	1061	27	4	10	2	6	11	22	10	74	10	12
chr19_12840219_12841511	chr19	12840219	12841511	.	1293	16	4	10	62	30	8	18	44	24	20	14
chr19_12867328_12868299	chr19	12867328	12868299	.	972	22	6	26	26	44	11	10	12	56	65	28
chr19_12873133_12874758	chr19	12873133	12874758	.	1626	22	20	84	162	33	20	48	72	63	26	63
chr19_12880601_12882677	chr19	12880601	12882677	.	2077	34	46	38	40	102	36	8	14	356	27	42
chr19_12883842_12887885	chr19	12883842	12887885	.	4044	86	98	78	157	68	74	54	83	190	75	40
chr19_12890888_12892266	chr19	12890888	12892266	.	1379	37	18	34	59	45	28	15	10	294	33	32
chr19_12918210_12921106	chr19	12918210	12921106	.	2897	104	109	94	208	159	76	41	74	70	95	64
chr19_12932533_12933849	chr19	12932533	12933849	.	1317	26	26	16	26	31	20	29	8	148	30	47
chr19_12934208_12935631	chr19	12934208	12935631	.	1424	2	3	2	10	6	12	2	0	38	4	14
chr19_12936654_12939642	chr19	12936654	12939642	.	2989	100	132	86	262	198	46	58	100	1259	129	132
chr19_12940808_12941955	chr19	12940808	12941955	.	1148	6	12	1	7	12	6	17	0	36	5	0
chr19_12942987_12947489	chr19	12942987	12947489	.	4503	336	380	242	714	342	134	132	344	1596	320	282
chr19_12948589_12949552	chr19	12948589	12949552	.	964	11	6	3	4	11	0	11	10	40	15	16
chr19_12950867_12952018	chr19	12950867	12952018	.	1152	8	0	8	2	15	9	6	0	22	11	10
chr19_12955344_12958019	chr19	12955344	12958019	.	2676	37	46	82	88	85	43	62	46	1064	48	26
chr19_12965082_12965703	chr19	12965082	12965703	.	622	2	3	10	44	2	10	30	14	8	9	2
chr19_12974683_12976435	chr19	12974683	12976435	.	1753	14	4	56	70	12	12	30	6	12	18	19
chr19_12983283_12983846	chr19	12983283	12983846	.	564	12	2	22	49	8	2	16	40	8	11	2
chr19_12985436_12986415	chr19	12985436	12986415	.	980	12	2	34	31	5	12	6	8	32	8	14
chr19_12995020_12995587	chr19	12995020	12995587	.	568	15	6	52	32	9	4	18	32	20	10	10
chr19_12995957_12997130	chr19	12995957	12997130	.	1174	23	15	46	80	15	18	28	44	36	28	16
chr19_13001616_13003018	chr19	13001616	13003018	.	1403	6	10	86	90	12	3	4	28	16	12	36
chr19_13005714_13007193	chr19	13005714	13007193	.	1480	20	6	22	40	2	4	10	5	26	0	2
chr19_13011341_13013116	chr19	13011341	13013116	.	1776	25	14	44	80	14	6	13	44	24	22	27
chr19_13055067_13055972	chr19	13055067	13055972	.	906	10	18	44	25	10	4	9	10	6	3	20
chr19_13093929_13095898	chr19	13093929	13095898	.	1970	29	20	30	27	37	30	28	34	56	16	44
chr19_13096205_13101341	chr19	13096205	13101341	.	5137	134	82	178	245	205	85	92	230	546	123	117
chr19_13101853_13106018	chr19	13101853	13106018	.	4166	80	72	81	152	122	59	35	78	453	97	106
chr19_13106357_13107917	chr19	13106357	13107917	.	1561	4	1	13	44	15	4	8	3	26	6	22
chr19_13115977_13120540	chr19	13115977	13120540	.	4564	81	64	78	130	115	80	66	42	858	86	82
chr19_13133301_13134526	chr19	13133301	13134526	.	1226	9	18	2	0	6	6	2	0	22	0	0
chr19_13145616_13147697	chr19	13145616	13147697	.	2082	16	18	0	17	7	4	4	9	48	10	4
chr19_13149499_13157103	chr19	13149499	13157103	.	7605	401	352	380	574	639	279	187	260	3680	379	398
